"path","lines","current_layer","category","runtime_class","reason","proposed_path","action","direct_dependencies","referenced_by","name_classification","stage_name_occurrences","compatibility_gate","delete_safe","ambiguous_reference_count"
"contrib/satcompute/task/compute-service.cc","594","outside-protection","PUBLIC_SUBSTRATE","","任务/ComputeService/attempt/原始 deadline/完成处理公共合同","contrib/satcompute/task/compute-service.cc","KEEP","contrib/satcompute/task/compute-service.h [include:7]","contrib/satcompute/CMakeLists.txt:87 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/task/compute-service.h","179","outside-protection","PUBLIC_SUBSTRATE","","任务/ComputeService/attempt/原始 deadline/完成处理公共合同","contrib/satcompute/task/compute-service.h","KEEP","","contrib/satcompute/CMakeLists.txt:202 [build_reference]; contrib/satcompute/fault/runtime/fault-model-engine.cc:11 [include]; contrib/satcompute/fault/runtime/fault-model-engine.cc:11 [literal_code_reference]; contrib/satcompute/fault/runtime/fault-prediction-engine.cc:11 [include]; contrib/satcompute/fault/runtime/fault-prediction-engine.cc:11 [literal_code_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-policy.cc:3 [include]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-policy.cc:3 [literal_code_reference]; contrib/satcompute/task/compute-service.cc:7 [include]; contrib/satcompute/task/compute-service.cc:7 [literal_code_reference]; contrib/satcompute/task/compute-task.cc:8 [include]; contrib/satcompute/task/compute-task.cc:8 [literal_code_reference]; contrib/satcompute/task/task-coordinator.h:9 [include]; contrib/satcompute/task/task-coordinator.h:9 [literal_code_reference]; contrib/satcompute/tests/unit/compute-service-test.cc:5 [include]; contrib/satcompute/tests/unit/compute-service-test.cc:5 [literal_code_reference]; contrib/satcompute/tests/unit/n5c-placement-test.cc:5 [include]; contrib/satcompute/tests/unit/n5c-placement-test.cc:5 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/task/compute-task.cc","308","outside-protection","PUBLIC_SUBSTRATE","","任务/ComputeService/attempt/原始 deadline/完成处理公共合同","contrib/satcompute/task/compute-task.cc","KEEP","contrib/satcompute/task/compute-service.h [include:8]; contrib/satcompute/task/compute-task.h [include:7]","contrib/satcompute/CMakeLists.txt:88 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/task/compute-task.h","116","outside-protection","PUBLIC_SUBSTRATE","","任务/ComputeService/attempt/原始 deadline/完成处理公共合同","contrib/satcompute/task/compute-task.h","KEEP","","contrib/satcompute/CMakeLists.txt:203 [build_reference]; contrib/satcompute/protection/common/task-state-adapter.h:4 [include]; contrib/satcompute/protection/common/task-state-adapter.h:4 [literal_code_reference]; contrib/satcompute/task/compute-task.cc:7 [include]; contrib/satcompute/task/compute-task.cc:7 [literal_code_reference]; contrib/satcompute/task/task-coordinator.h:10 [include]; contrib/satcompute/task/task-coordinator.h:10 [literal_code_reference]; contrib/satcompute/task/task-trace.h:9 [include]; contrib/satcompute/task/task-trace.h:9 [literal_code_reference]; contrib/satcompute/tests/unit/task-input-test.cc:7 [include]; contrib/satcompute/tests/unit/task-input-test.cc:7 [literal_code_reference]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-model.h:5 [include]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-model.h:5 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/task/task-coordinator.cc","1211","outside-protection","PUBLIC_SUBSTRATE","","任务/ComputeService/attempt/原始 deadline/完成处理公共合同","contrib/satcompute/task/task-coordinator.cc","KEEP","contrib/satcompute/task/task-coordinator.h [include:7]","contrib/satcompute/CMakeLists.txt:89 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/task/task-coordinator.h","212","outside-protection","PUBLIC_SUBSTRATE","","任务/ComputeService/attempt/原始 deadline/完成处理公共合同","contrib/satcompute/task/task-coordinator.h","KEEP","contrib/satcompute/fault/trace/fault-definition.h [include:17]; contrib/satcompute/task/compute-profile.h [include:8]; contrib/satcompute/task/compute-service.h [include:9]; contrib/satcompute/task/compute-task.h [include:10]; contrib/satcompute/task/task-trace.h [include:11]; contrib/satcompute/topology/satellite-runtime-view.h [include:13]; contrib/satcompute/traffic/network-transfer-engine.h [include:14]","contrib/satcompute/CMakeLists.txt:204 [build_reference]; contrib/satcompute/fault/runtime/fault-controller.cc:9 [include]; contrib/satcompute/fault/runtime/fault-controller.cc:9 [literal_code_reference]; contrib/satcompute/fault/runtime/fault-model-engine.cc:12 [include]; contrib/satcompute/fault/runtime/fault-model-engine.cc:12 [literal_code_reference]; contrib/satcompute/fault/runtime/fault-prediction-engine.cc:12 [include]; contrib/satcompute/fault/runtime/fault-prediction-engine.cc:12 [literal_code_reference]; contrib/satcompute/metrics/core/fault-metrics.cc:12 [include]; contrib/satcompute/metrics/core/fault-metrics.cc:12 [literal_code_reference]; contrib/satcompute/metrics/core/task-metrics.cc:10 [include]; contrib/satcompute/metrics/core/task-metrics.cc:10 [literal_code_reference]; contrib/satcompute/metrics/diagnostics/failure-diagnostics.cc:10 [include]; contrib/satcompute/metrics/diagnostics/failure-diagnostics.cc:10 [literal_code_reference]; contrib/satcompute/metrics/metrics.h:12 [include]; contrib/satcompute/metrics/metrics.h:12 [literal_code_reference]; contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.h:4 [include]; contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.h:4 [literal_code_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-manager.h:10 [include]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-manager.h:10 [literal_code_reference]; contrib/satcompute/satcompute.cc:31 [include]; contrib/satcompute/satcompute.cc:31 [literal_code_reference]; contrib/satcompute/task/task-coordinator.cc:7 [include]; contrib/satcompute/task/task-coordinator.cc:7 [literal_code_reference]; contrib/satcompute/tests/unit/compute-fault-execution-test.cc:13 [include]; contrib/satcompute/tests/unit/compute-fault-execution-test.cc:13 [literal_code_reference]; contrib/satcompute/tests/unit/fault-risk-query-test.cc:9 [include]; contrib/satcompute/tests/unit/fault-risk-query-test.cc:9 [literal_code_reference]; contrib/satcompute/tests/unit/satellite-fault-execution-test.cc:17 [include]; contrib/satcompute/tests/unit/satellite-fault-execution-test.cc:17 [literal_code_reference]; contrib/satcompute/tests/unit/task-deadline-test.cc:12 [include]; contrib/satcompute/tests/unit/task-deadline-test.cc:12 [literal_code_reference]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-evaluator.h:6 [include]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-evaluator.h:6 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/task/task-trace.cc","278","outside-protection","PUBLIC_SUBSTRATE","","任务/ComputeService/attempt/原始 deadline/完成处理公共合同","contrib/satcompute/task/task-trace.cc","KEEP","contrib/satcompute/task/task-trace.h [include:7]","contrib/satcompute/CMakeLists.txt:90 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/task/task-trace.h","38","outside-protection","PUBLIC_SUBSTRATE","","任务/ComputeService/attempt/原始 deadline/完成处理公共合同","contrib/satcompute/task/task-trace.h","KEEP","contrib/satcompute/task/compute-profile.h [include:8]; contrib/satcompute/task/compute-task.h [include:9]","contrib/satcompute/CMakeLists.txt:205 [build_reference]; contrib/satcompute/satcompute.cc:32 [include]; contrib/satcompute/satcompute.cc:32 [literal_code_reference]; contrib/satcompute/task/task-coordinator.h:11 [include]; contrib/satcompute/task/task-coordinator.h:11 [literal_code_reference]; contrib/satcompute/task/task-trace.cc:7 [include]; contrib/satcompute/task/task-trace.cc:7 [literal_code_reference]; contrib/satcompute/tests/unit/task-input-test.cc:8 [include]; contrib/satcompute/tests/unit/task-input-test.cc:8 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-evaluator.cc","582","outside-protection","VALIDATION_TOOL","","既有验证/标定工具；不并入生产 policy，不删除独立 reference","contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-evaluator.cc","KEEP","contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-evaluator.h [include:2]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-recorder.h [include:3]","contrib/satcompute/CMakeLists.txt:45 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-evaluator.h","65","outside-protection","VALIDATION_TOOL","","既有验证/标定工具；不并入生产 policy，不删除独立 reference","contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-evaluator.h","KEEP","contrib/satcompute/fault/runtime/fault-model-engine.h [include:5]; contrib/satcompute/task/task-coordinator.h [include:6]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-task-state.h [include:4]","contrib/satcompute/CMakeLists.txt:150 [build_reference]; contrib/satcompute/satcompute.cc:6 [include]; contrib/satcompute/satcompute.cc:6 [literal_code_reference]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-evaluator.cc:2 [include]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-evaluator.cc:2 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-model.cc","233","outside-protection","VALIDATION_TOOL","","既有验证/标定工具；不并入生产 policy，不删除独立 reference","contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-model.cc","KEEP","contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-model.h [include:2]","contrib/satcompute/CMakeLists.txt:44 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-model.h","106","outside-protection","VALIDATION_TOOL","","既有验证/标定工具；不并入生产 policy，不删除独立 reference","contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-model.h","KEEP","contrib/satcompute/task/compute-task.h [include:5]","contrib/satcompute/CMakeLists.txt:148 [build_reference]; contrib/satcompute/tests/unit/compfrr-shadow-model-test.cc:3 [include]; contrib/satcompute/tests/unit/compfrr-shadow-model-test.cc:3 [literal_code_reference]; contrib/satcompute/tests/unit/n5b-policy-test.cc:6 [include]; contrib/satcompute/tests/unit/n5b-policy-test.cc:6 [literal_code_reference]; contrib/satcompute/tests/unit/protection-contract-test.cc:5 [include]; contrib/satcompute/tests/unit/protection-contract-test.cc:5 [literal_code_reference]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-model.cc:2 [include]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-model.cc:2 [literal_code_reference]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-task-state.h:4 [include]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-task-state.h:4 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-recorder.cc","53","outside-protection","VALIDATION_TOOL","","既有验证/标定工具；不并入生产 policy，不删除独立 reference","contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-recorder.cc","KEEP","contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-recorder.h [include:2]","contrib/satcompute/CMakeLists.txt:46 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-recorder.h","15","outside-protection","VALIDATION_TOOL","","既有验证/标定工具；不并入生产 policy，不删除独立 reference","contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-recorder.h","KEEP","","contrib/satcompute/CMakeLists.txt:151 [build_reference]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-evaluator.cc:3 [include]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-evaluator.cc:3 [literal_code_reference]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-recorder.cc:2 [include]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-recorder.cc:2 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-task-state.h","93","outside-protection","VALIDATION_TOOL","","既有验证/标定工具；不并入生产 policy，不删除独立 reference","contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-task-state.h","KEEP","contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-model.h [include:4]","contrib/satcompute/CMakeLists.txt:149 [build_reference]; contrib/satcompute/tests/unit/compfrr-shadow-model-test.cc:4 [include]; contrib/satcompute/tests/unit/compfrr-shadow-model-test.cc:4 [literal_code_reference]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-evaluator.h:4 [include]; contrib/satcompute/tools/validation/compfrr-shadow/compfrr-shadow-evaluator.h:4 [literal_code_reference]","ARCHIVE_ONLY (研发注释；工具仍保留)","85: /** @return v4 equation 17, charging initialization once only after ON. */","现有合同不变","false","0"
"contrib/satcompute/tools/validation/f1-calibration.cc","92","outside-protection","VALIDATION_TOOL","","既有验证/标定工具；不并入生产 policy，不删除独立 reference","contrib/satcompute/tools/validation/f1-calibration.cc","KEEP","contrib/satcompute/fault/fault-para.h [include:6]; contrib/satcompute/fault/model/f1-self-state-fault-model.h [include:8]; contrib/satcompute/fault/parameter/fault-parameter-validator.h [include:7]","contrib/satcompute/CMakeLists.txt:263 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/tools/validation/f2-exposure-calibration.cc","720","outside-protection","VALIDATION_TOOL","","既有验证/标定工具；不并入生产 policy，不删除独立 reference","contrib/satcompute/tools/validation/f2-exposure-calibration.cc","KEEP","contrib/satcompute/fault/fault-para.h [include:9]; contrib/satcompute/fault/model/f2-radiation-fault-model.h [include:7]; contrib/satcompute/fault/parameter/fault-parameter-validator.h [include:8]; contrib/satcompute/topology/orbit/constellation-definition.h [include:6]; contrib/satcompute/topology/orbit/online-orbit-constellation.h [include:10]","contrib/satcompute/CMakeLists.txt:274 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/tools/validation/f2-spatial-validation.cc","719","outside-protection","VALIDATION_TOOL","","既有验证/标定工具；不并入生产 policy，不删除独立 reference","contrib/satcompute/tools/validation/f2-spatial-validation.cc","KEEP","contrib/satcompute/fault/fault-para.h [include:9]; contrib/satcompute/fault/model/f2-radiation-fault-model.h [include:7]; contrib/satcompute/fault/parameter/fault-parameter-validator.h [include:8]; contrib/satcompute/topology/orbit/constellation-definition.h [include:6]; contrib/satcompute/topology/orbit/online-orbit-constellation.h [include:11]","contrib/satcompute/CMakeLists.txt:285 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/topology/export/topology-slice-exporter.cc","259","outside-protection","PUBLIC_SUBSTRATE","","轨道拓扑/节点存活/路径数据公共接口；保持原位置","contrib/satcompute/topology/export/topology-slice-exporter.cc","KEEP","contrib/satcompute/topology/export/topology-slice-exporter.h [include:5]","contrib/satcompute/CMakeLists.txt:91 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/topology/export/topology-slice-exporter.h","122","outside-protection","PUBLIC_SUBSTRATE","","轨道拓扑/节点存活/路径数据公共接口；保持原位置","contrib/satcompute/topology/export/topology-slice-exporter.h","KEEP","contrib/satcompute/topology/online/circular-orbit-topology-policy.h [include:8]; contrib/satcompute/topology/orbit/online-orbit-constellation.h [include:9]","contrib/satcompute/CMakeLists.txt:206 [build_reference]; contrib/satcompute/satcompute.cc:34 [include]; contrib/satcompute/satcompute.cc:34 [literal_code_reference]; contrib/satcompute/topology/export/topology-slice-exporter.cc:5 [include]; contrib/satcompute/topology/export/topology-slice-exporter.cc:5 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/topology/ipv4/satellite-ipv4-addressing.cc","91","outside-protection","PUBLIC_SUBSTRATE","","轨道拓扑/节点存活/路径数据公共接口；保持原位置","contrib/satcompute/topology/ipv4/satellite-ipv4-addressing.cc","KEEP","contrib/satcompute/topology/ipv4/satellite-ipv4-addressing.h [include:5]","contrib/satcompute/CMakeLists.txt:93 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/topology/ipv4/satellite-ipv4-addressing.h","47","outside-protection","PUBLIC_SUBSTRATE","","轨道拓扑/节点存活/路径数据公共接口；保持原位置","contrib/satcompute/topology/ipv4/satellite-ipv4-addressing.h","KEEP","contrib/satcompute/topology/satellite-id-map.h [include:8]","contrib/satcompute/CMakeLists.txt:208 [build_reference]; contrib/satcompute/topology/ipv4/satellite-ipv4-addressing.cc:5 [include]; contrib/satcompute/topology/ipv4/satellite-ipv4-addressing.cc:5 [literal_code_reference]; contrib/satcompute/topology/online/online-topology-controller.h:11 [include]; contrib/satcompute/topology/online/online-topology-controller.h:11 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/topology/link/satellite-link-state.cc","411","outside-protection","PUBLIC_SUBSTRATE","","轨道拓扑/节点存活/路径数据公共接口；保持原位置","contrib/satcompute/topology/link/satellite-link-state.cc","KEEP","contrib/satcompute/topology/link/satellite-link-state.h [include:5]","contrib/satcompute/CMakeLists.txt:94 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/topology/link/satellite-link-state.h","126","outside-protection","PUBLIC_SUBSTRATE","","轨道拓扑/节点存活/路径数据公共接口；保持原位置","contrib/satcompute/topology/link/satellite-link-state.h","KEEP","contrib/satcompute/topology/link/satellite-link.h [include:8]; contrib/satcompute/topology/satellite-id-map.h [include:9]","contrib/satcompute/CMakeLists.txt:209 [build_reference]; contrib/satcompute/metrics/diagnostics/failure-diagnostics.h:11 [include]; contrib/satcompute/metrics/diagnostics/failure-diagnostics.h:11 [literal_code_reference]; contrib/satcompute/metrics/metrics.h:13 [include]; contrib/satcompute/metrics/metrics.h:13 [literal_code_reference]; contrib/satcompute/topology/link/satellite-link-state.cc:5 [include]; contrib/satcompute/topology/link/satellite-link-state.cc:5 [literal_code_reference]; contrib/satcompute/topology/online/online-topology-controller.h:12 [include]; contrib/satcompute/topology/online/online-topology-controller.h:12 [literal_code_reference]; contrib/satcompute/topology/satellite-topology.h:8 [include]; contrib/satcompute/topology/satellite-topology.h:8 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/topology/link/satellite-link.h","26","outside-protection","PUBLIC_SUBSTRATE","","轨道拓扑/节点存活/路径数据公共接口；保持原位置","contrib/satcompute/topology/link/satellite-link.h","KEEP","","contrib/satcompute/CMakeLists.txt:210 [build_reference]; contrib/satcompute/topology/link/satellite-link-state.h:8 [include]; contrib/satcompute/topology/link/satellite-link-state.h:8 [literal_code_reference]; contrib/satcompute/topology/online/circular-orbit-topology-policy.h:8 [include]; contrib/satcompute/topology/online/circular-orbit-topology-policy.h:8 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/topology/online/circular-orbit-topology-policy.cc","187","outside-protection","PUBLIC_SUBSTRATE","","轨道拓扑/节点存活/路径数据公共接口；保持原位置","contrib/satcompute/topology/online/circular-orbit-topology-policy.cc","KEEP","contrib/satcompute/topology/online/circular-orbit-topology-policy.h [include:5]","contrib/satcompute/CMakeLists.txt:95 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/topology/online/circular-orbit-topology-policy.h","95","outside-protection","PUBLIC_SUBSTRATE","","轨道拓扑/节点存活/路径数据公共接口；保持原位置","contrib/satcompute/topology/online/circular-orbit-topology-policy.h","KEEP","contrib/satcompute/topology/link/satellite-link.h [include:8]; contrib/satcompute/topology/online/plus-grid-candidate.h [include:10]; contrib/satcompute/topology/orbit/online-orbit-constellation.h [include:9]","contrib/satcompute/CMakeLists.txt:211 [build_reference]; contrib/satcompute/satcompute.cc:9 [include]; contrib/satcompute/satcompute.cc:9 [literal_code_reference]; contrib/satcompute/topology/export/topology-slice-exporter.h:8 [include]; contrib/satcompute/topology/export/topology-slice-exporter.h:8 [literal_code_reference]; contrib/satcompute/topology/online/circular-orbit-topology-policy.cc:5 [include]; contrib/satcompute/topology/online/circular-orbit-topology-policy.cc:5 [literal_code_reference]; contrib/satcompute/topology/online/online-topology-controller.h:15 [include]; contrib/satcompute/topology/online/online-topology-controller.h:15 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/topology/online/online-topology-controller.cc","438","outside-protection","PUBLIC_SUBSTRATE","","轨道拓扑/节点存活/路径数据公共接口；保持原位置","contrib/satcompute/topology/online/online-topology-controller.cc","KEEP","contrib/satcompute/common/time-conversion.h [include:8]; contrib/satcompute/routing/ns3/satcompute-ipv4-global-routing-helper.h [include:7]; contrib/satcompute/topology/online/online-topology-controller.h [include:5]","contrib/satcompute/CMakeLists.txt:96 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/topology/online/online-topology-controller.h","104","outside-protection","PUBLIC_SUBSTRATE","","轨道拓扑/节点存活/路径数据公共接口；保持原位置","contrib/satcompute/topology/online/online-topology-controller.h","KEEP","contrib/satcompute/para.h [include:8]; contrib/satcompute/routing/common/routing-mode.h [include:9]; contrib/satcompute/routing/state/flow-route-registry.h [include:10]; contrib/satcompute/topology/ipv4/satellite-ipv4-addressing.h [include:11]; contrib/satcompute/topology/link/satellite-link-state.h [include:12]; contrib/satcompute/topology/online/circular-orbit-topology-policy.h [include:15]; contrib/satcompute/topology/orbit/online-orbit-constellation.h [include:13]; contrib/satcompute/topology/satellite-topology-controller.h [include:14]","contrib/satcompute/CMakeLists.txt:212 [build_reference]; contrib/satcompute/tests/unit/cb-sat-recovery-test.cc:13 [include]; contrib/satcompute/tests/unit/cb-sat-recovery-test.cc:13 [literal_code_reference]; contrib/satcompute/tests/unit/cb-sat-runtime-test.cc:10 [include]; contrib/satcompute/tests/unit/cb-sat-runtime-test.cc:10 [literal_code_reference]; contrib/satcompute/tests/unit/compute-fault-execution-test.cc:10 [include]; contrib/satcompute/tests/unit/compute-fault-execution-test.cc:10 [literal_code_reference]; contrib/satcompute/tests/unit/fault-lifecycle-test.cc:8 [include]; contrib/satcompute/tests/unit/fault-lifecycle-test.cc:8 [literal_code_reference]; contrib/satcompute/tests/unit/fault-risk-query-test.cc:6 [include]; contrib/satcompute/tests/unit/fault-risk-query-test.cc:6 [literal_code_reference]; contrib/satcompute/tests/unit/frequency-runtime-test.cc:10 [include]; contrib/satcompute/tests/unit/frequency-runtime-test.cc:10 [literal_code_reference]; contrib/satcompute/tests/unit/one-plus-one-baseline-test.cc:10 [include]; contrib/satcompute/tests/unit/one-plus-one-baseline-test.cc:10 [literal_code_reference]; contrib/satcompute/tests/unit/online-topology-controller-test.cc:9 [include]; contrib/satcompute/tests/unit/online-topology-controller-test.cc:9 [literal_code_reference]; contrib/satcompute/tests/unit/protection-path-test.cc:6 [include]; contrib/satcompute/tests/unit/protection-path-test.cc:6 [literal_code_reference]; contrib/satcompute/tests/unit/recompute-baseline-test.cc:9 [include]; contrib/satcompute/tests/unit/recompute-baseline-test.cc:9 [literal_code_reference]; contrib/satcompute/tests/unit/recovery-runtime-test.cc:11 [include]; contrib/satcompute/tests/unit/recovery-runtime-test.cc:11 [literal_code_reference]; contrib/satcompute/tests/unit/satellite-fault-execution-test.cc:12 [include]; contrib/satcompute/tests/unit/satellite-fault-execution-test.cc:12 [literal_code_reference]; contrib/satcompute/tests/unit/task-deadline-test.cc:10 [include]; contrib/satcompute/tests/unit/task-deadline-test.cc:10 [literal_code_reference]; contrib/satcompute/topology/online/online-topology-controller.cc:5 [include]; contrib/satcompute/topology/online/online-topology-controller.cc:5 [literal_code_reference]; contrib/satcompute/topology/satellite-topology.cc:7 [include]; contrib/satcompute/topology/satellite-topology.cc:7 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/topology/online/plus-grid-candidate.cc","161","outside-protection","PUBLIC_SUBSTRATE","","轨道拓扑/节点存活/路径数据公共接口；保持原位置","contrib/satcompute/topology/online/plus-grid-candidate.cc","KEEP","contrib/satcompute/topology/online/plus-grid-candidate.h [include:5]","contrib/satcompute/CMakeLists.txt:97 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/topology/online/plus-grid-candidate.h","53","outside-protection","PUBLIC_SUBSTRATE","","轨道拓扑/节点存活/路径数据公共接口；保持原位置","contrib/satcompute/topology/online/plus-grid-candidate.h","KEEP","contrib/satcompute/topology/orbit/constellation-definition.h [include:8]; contrib/satcompute/topology/orbit/online-orbit-constellation.h [include:9]","contrib/satcompute/CMakeLists.txt:213 [build_reference]; contrib/satcompute/tests/unit/online-orbit-foundation-test.cc:8 [include]; contrib/satcompute/tests/unit/online-orbit-foundation-test.cc:8 [literal_code_reference]; contrib/satcompute/tests/unit/satellite-fault-execution-test.cc:13 [include]; contrib/satcompute/tests/unit/satellite-fault-execution-test.cc:13 [literal_code_reference]; contrib/satcompute/topology/online/circular-orbit-topology-policy.h:10 [include]; contrib/satcompute/topology/online/circular-orbit-topology-policy.h:10 [literal_code_reference]; contrib/satcompute/topology/online/plus-grid-candidate.cc:5 [include]; contrib/satcompute/topology/online/plus-grid-candidate.cc:5 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/topology/orbit/constellation-definition.cc","380","outside-protection","PUBLIC_SUBSTRATE","","轨道拓扑/节点存活/路径数据公共接口；保持原位置","contrib/satcompute/topology/orbit/constellation-definition.cc","KEEP","contrib/satcompute/topology/orbit/constellation-definition.h [include:5]","contrib/satcompute/CMakeLists.txt:92 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/topology/orbit/constellation-definition.h","81","outside-protection","PUBLIC_SUBSTRATE","","轨道拓扑/节点存活/路径数据公共接口；保持原位置","contrib/satcompute/topology/orbit/constellation-definition.h","KEEP","","contrib/satcompute/CMakeLists.txt:207 [build_reference]; contrib/satcompute/satcompute.cc:8 [include]; contrib/satcompute/satcompute.cc:8 [literal_code_reference]; contrib/satcompute/tests/support/config-factory.h:8 [include]; contrib/satcompute/tests/support/config-factory.h:8 [literal_code_reference]; contrib/satcompute/tests/unit/constellation-definition-test.cc:6 [include]; contrib/satcompute/tests/unit/constellation-definition-test.cc:6 [literal_code_reference]; contrib/satcompute/tools/validation/f2-exposure-calibration.cc:6 [include]; contrib/satcompute/tools/validation/f2-exposure-calibration.cc:6 [literal_code_reference]; contrib/satcompute/tools/validation/f2-spatial-validation.cc:6 [include]; contrib/satcompute/tools/validation/f2-spatial-validation.cc:6 [literal_code_reference]; contrib/satcompute/topology/online/plus-grid-candidate.h:8 [include]; contrib/satcompute/topology/online/plus-grid-candidate.h:8 [literal_code_reference]; contrib/satcompute/topology/orbit/constellation-definition.cc:5 [include]; contrib/satcompute/topology/orbit/constellation-definition.cc:5 [literal_code_reference]; contrib/satcompute/topology/orbit/online-orbit-constellation.h:8 [include]; contrib/satcompute/topology/orbit/online-orbit-constellation.h:8 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/topology/orbit/online-orbit-constellation.cc","160","outside-protection","PUBLIC_SUBSTRATE","","轨道拓扑/节点存活/路径数据公共接口；保持原位置","contrib/satcompute/topology/orbit/online-orbit-constellation.cc","KEEP","contrib/satcompute/topology/orbit/online-orbit-constellation.h [include:5]","contrib/satcompute/CMakeLists.txt:98 [build_reference]","","","现有合同不变","false","0"
